 title , comment , username , date  , rating 
50th Birthday for 2,"Was there June 15 to 18 2018,great resort, friendly staff, but paid $300usd to upgrade to a executive king suite on the fourth floor, big room but had a view of air condition units, flood lights, transformers, and a patio stone walkway to service the equipment, it's not what…",samoncada,June 2018,2.0
The MGM Disappoints,Our room was very dirty. The refrigerator had not been cleaned out and there was hair in it. There was also hair left in the sink in the bathroom. There were items left from another person in the room on the floor. And it was clear the floor had not been vacuumed.,jnmmorton,June 2018,2.0
A trip to remember,Resort is very nice has everything you need under one building staff is very nice housekeeping can use some training however management and front desk try to accommodate you as best as they can. Plenty of different options to choose from to meet your gambling needs and plenty…,young1antoinette,June 2018,4.0
Birthday trip,Went with my wife last year 2017 and it was wonderful. The staff was great and more than accommodating to us. We reserved the standard room but it appeared to be over booked so they gave us a free upgrade. Will return again and tell others.,Derekdj,July 2017,5.0
Worst birthday trip,"6 days in the MGM, first 2 days were ok.. then slowly started getting worst. First we had to pay a 300$ resort fee, that's understandable, but then they were trying to charge 400$ incidental fee. Then breakfast package was included for my 6 day stay, which only to was covered…",jameswY8635EG,June 2018,1.0
Crazy procedures,"100 degree heat sat in shade by pool told at 10am must move pool closing just go and sit in sun and “fry” thanks MGM love you too , won’t be staying here again ! Surely if your closing a pool at 10am then just don’t open it",Roseman1970,June 2018,1.0
Plenty of options,"My wife and I stayed at the MGM Grand for 3 days and had a nice room. The options for gambling, dining and shows are numerous and of a great quality. Conveniently located near the airport and on the strip. This is a great place to stay.",James M,June 2018,5.0
Vacation mode,Nice service good hotel good ambiance hopefully i can get more complimentary stay during the weekends atleast 3days stay every month but again only weekends and also a food and beverage $50-$100 buffet comp😇,Kbal23,June 2018,4.0
Can’t wait to return again - thank you,"Amazing hotel !! I was sad to leave but can’t wait to return, staff were lovely. We stayed in a tower spa suite and my gosh it was the best room I’ve ever stayed in I felt like royalty. It was clean spotless every day. Plenty of places to eat and drink, always happy environment.…",Itsme,June 2018,5.0
Great place to choose!,"I couldn't find anything wrong with this Hotel, it was very nice and clean and everyone was helpful and nice. You have a whole lot of options to eat, gamble, shows, shopping and alot more inside the Hotel. Although, the WIFI was poor, that's it. Other than that everything else…",helloboo77,June 2018,5.0
Bon compromis,"Ce n’est pas l’hotel le plus récent du Strip, ni le plus beau mais c’est un bon compromis qualité/prix (<90€ ttc) pour des chambres fonctionnelles parfaitement insonorisées à Las Vegas. Accueil au lobby professionnel et efficace.",jlf2305,June 2018,4.0
Mgm,"Great place to stay. Great service... friendly staff, great places to eat and shop. Nite life on point. Highly recommend. Will definitely stay here again inthe future. Beds are amazingly comfyand pillows fluffy...",triciaruiz,June 2018,5.0
Well located and clean hotel. Nice poola,"I would recommend the MGM Grand hotel as it is located on Las Vegas Strip, and has great accommodations, from three Michelin star restaurant Joel Robuchon to fast food options, multiple pools and a river to spend the day and of course the amazing Beach Party at Wet Republic. I…",bengold90,June 2018,4.0
First time in Vegas?,What a great place to get your feet wet in Las Vegas. This casino is kind of at the end of the strip but in a great location. This is the end or start of the Monorail just depends in how you look at it. You can get a one to three say pass and literally get to any where on the…,julierD7496YV,June 2018,5.0
Less than I expected,"The bathroom was dirty, I found others belongings under the bed skirts, the outlet hub was not functional, the paint on the bathroom ceiling was peeling, and the trim around the fire sprinkler was missing.",oliviarburton456,June 2018,2.0
Feels like staying at a cheap motel,"I stayed for 4 nights here, Just checked out today. The staff was ok to friendly anywhere so no complaints there, but the whole property has seen better days definitely. In our way to out room walking down the hallways you could see old carpet and walls losing chips of paint…",SergioAAG,June 2018,2.0
Disappointed,"First time stay at MGM. We was there last Saturday for 2 nights to celebrate a friend birthday/ me and my gf anniversary. Gina was great and friendly when we first got there to check in. We switched room 2 times! We choose the one bedroom suite for the 2 nights. First room, the…",Jake L,June 2018,2.0
"No matter what floor you are on,don't expect hot water/pressure in your bathroom.","Part of our family was on the 6th floor and the other on the 10th floor. The bathtubs in both suites, took forever to get HOT water to and did not drain. The shower head barely had an pressure to it, but the water did lightly rain down.",feiongeorge,June 2018,4.0
"Great resort, subpar rooms.","Great resort. Lots to do, close to much on the strip. However, the room was subpar. Ripped, dirty towels. Broken mirror. Tv reception was spotty. Carpets were dirty. Shower often luke warm, to name a few. Certainly not worthy of a strip hotel.",Destination584845,June 2018,3.0
Hotel,The room was very small for the price paid. The bathroom was not enclosed which was very awkward for people having to use the bathroom you could hear everything. The hallways were very long if there was a fire it would not be safe. Only two elevators worked and they were in the…,arvizukrystal,June 2018,1.0
Lazy River,"Checking in was pretty fast, got a nice upgrade and the room itself clean and spacious. Best part of MGM though is the Lazy River and pool complex, nothing like hitting the river with a cold drink and enjoying a relaxing afternoon.",Cesar Abraham,May 2018,5.0
Vacation,I stayed at the MGM in Las Vegas and had a blast! Check in and check out was easy! The pool area fabulous! This hotel is near walking distance to everything on The Strip. I look forward to staying here again!!,jo143jo,June 2018,5.0
Awful,"Please people!!! Heed the reviews of others. Vegas is truly a different world but doesn’t HAVE TO BE bad. This hotel was the worst. On checkin, they inform you there’s a $600 deposit. The irony is they are ensuring we don’t break anything while half their stuff didn’t already…",Jason & Bill,June 2018,1.0
Lazy river,Lazy river! ! Need i say any more? Rooms are good although I like the mandalays better. Really just stayed here for the lazy river and the location to other places on the strip. Overall i was very pleased,andsoitiswritten,June 2018,5.0
Nice place with not so nice policies.,"I took a group of about 20 people, some first timers, to Vegas this month. The group sales staff is awesome. They even gave me a planner website to manage my group. The prices quoted were good but not great. I found that booking directly with the hotel, not using the group code…",Tracey O,June 2018,3.0
"Got a free night, but it turned out to be an older hotel room.","Room was OK, but it was older. Had 2 incidents in the hallway(people led off in handcuffs). My room key did not work and ended up waiting for my roommate. If offered a free night in the West Wing, not worth the aggravation. Room had a decent bed. No view. My room key didn't…",BobbiLou1950,April 2018,3.0
Not What I Expected,I was excited to stay at the MGM Grand because it was my first time staying there and I had heard wonderful things about the hotel. We paid for an upgraded room when we checked in. We got to our room and it looked dirty like it hadn’t been cleaned very well. We got settled in…,FunTraveler101,June 2018,1.0
Horrible Stay,When we arrived our room was half clean had an odor and the carpet was dirty. I called front desk to complain and request another room. Was told that we’d be bill and additional $70 for an upgrade which was not the request. After going back and forth my request was granted no…,tjohnsonest85,June 2018,1.0
Super,"Pasabamos por el lugar y nos llamo la atencion lo animado que estaba, buena atencion y siempre había personal atento a guiarnos, también afortunadamente jugamos un rato y me gane un par de dolares para comprar un helado.lol",roxyfishing,April 2018,5.0
Room was very comfortable and clean.,Casino and restaurants were very good. Especially enjoyed the restaurant we visited for breakfast (can't remember the name). Food was excellent. Only open for breakfast and lunch. Wish it also featured a dinner menu as in past years--good old-fashioned meals like hot turkey…,donnag740,April 2018,4.0
Older hotel that needs renovating,This hotel is dire need of renovation to keep up with other large hotels. The pool is really far away and the towels for the pool are so thin you can see through them. The food at the buffet was horrible. It was apparent that food is left under the hot lights for too long. The…,lcordova1,June 2018,1.0
Room,"Our room was in the West Wing NOT to be confused with the West Wing tower. Our room was definitely dated with opaque glass sink, shelves, shower and toilet area. The shelves near the sink was so very tiny, it was hard to have items out. The shower head was amazing. It had an…",ManMorgan,June 2018,3.0
Great short stay,"I was at the MGM for two nights for a business meeting. I had a queen room over looking the strip on the 21st floor. Room was quite clean and very comfortable. The bathroom was quite large, and my only complaint was that the water pressure in the shower was dismal. I could…",Ryan H,June 2018,4.0
Weekend in Vegas!,"Everything was okay, elevators took too long and valet was too busy on Sunday checkout. Took the wife to go see JLo and she loved it. Took Uber to Planet Hollywood roundtrip and was just shy of $10 each way.",Jesus L,June 2018,4.0
Nice hotel but no shade by the pool,Nice hotel & nice room but no shade by the pool. Restaurants were good but expensive. Lazy river was great but when the temperature is over 100F you would expect the hotel to provide umbrellas or more shade,smercer897,June 2018,3.0
Pretty Impressive Place for My First-EVER Visit To Vegas!,"I'm not even sure if a place this big and fantastic even needs my review, but no other will have my point of view... It was my first-EVER visit to Vegas and it was only on business, but I did quite a bit in a short period of time. I wasn't initially impressed with my room, but…",Matthew G,May 2018,4.0
No Customer Loyalty,"They used to have a great program to encourage you to use their properties. Now there isn't really an incentive at all. Every other company comps are much much better than MGM or their affiliates. Their crazy river is great, but its crowded. Other than that, they hit you…",Don R,June 2018,1.0
MGM Grand Pool Complex : A Great Place to Recover,"Stayed at the Signature condos and spent a day at the MGM Grand Pool Complex. Rented a ""Pod"" for the day along the lazy river. Had a great time, service was excellent, music was great and managed to recover so we could go out again.",tautripreview,March 2018,4.0
Great experience as always!,"Love this place! Always love coming here. The best vibes are here at this casino. No other place compares. The staff is great, the food is great, the drinks are great, the pools are great, and everything else in between is also great too!",joserodriguez0616,June 2018,5.0
If you like your Vegas big and busy you will like MGM. Look to stay there when they are having one of their big events.,"Or a celebrity is in town and performing at one of their arenas. Their location on the strip is convenient to other nearby attractions, New York, New York, Hooters, etc... and their staff is very agreeable.",N8705XMgaryg,June 2018,4.0
Horrible hotel and service,"No hot water whatsoever in the rooms has to take cold showers. No fridges, no microwaves, no coffee pots. We ate steak at one of the restraunts spending over $800 on 6/14/18 the service was slow and the steaks and sides weren't great.",djnikkita12,June 2018,1.0
Business Trip - Good Hotel,"I went to Vegas to attend a conference in the MGM Grand and this was the conference hotel also. I understand this is a huuuuge place on the Strip - therefore, you want to strategize check-in procedures. However, receiving an email that says 'Do not get in line unless you have…",Aeneken,April 2018,3.0
Staycation,We always book vegas staycations through Expedia and receive great combo deals with flight and breakfast at MGM. I really love the ambience and the modern rooms. It is a must for us to have king size bed as bed was very disappointed that we were never told a king size bed were…,Jacqueline O,June 2018,3.0
Terrible,You guys gave my room away and still charged me for the day the excuse was because the circus circus got a black out ao you had to accomadate those people. I guess screw the guest that had a room reserved..... and theres nothing you can do about it you guys suck,Joaquin R,June 2018,1.0
Excellent hotel,"Clean, updated rooms, great location on the strip with easy access to many activities. The MGM staff is very friendly. Plenty of table games and slots to choose from. Several awesome restaurants and shops.",Megan A,June 2018,5.0
Bait and switch,Booked a room with 2 free buffets. This was confirmed at check in. However was later told both had to be used in the same day .Buffet is only open til 2 so I was supposed to go to breakfast twice??? Bell desk also broke my laptop after taking 25min to check my bag,Adam S,June 2018,2.0
Didn't Like The Layout,The hotel location and the staff were great. The only thing I did not like was all of the entryways and exits; we could never find the one that lead to the strip and always got mixed up when looking for the elevators to go back up to our room. We stayed in the grand tower and…,danielle82015,June 2018,3.0
Buena atención pero no volvería,"Buena atención en el hotel, la habitación que nos tocó al principio era en la zona antigua del hotel, habitaciones demasiado viejas, muy descuidadas y feas, tuvimos que pedir que nos cambien de zona (pagando mucho mas), las habitaciones en la zona nueva muy bonitas y limpias. El…",Shakty L,January 2018,3.0
Outstanding venue,"Spent three days at the MGM. Although the room was a long walk from the elevator it was in very good conditions and offered plenty of room. Selection of restaurants and shows were extensive, however as it is on the southern edge of the strip it presents a long walk to the main…",Timothy S,May 2018,4.0
Fun in Sin City,If you’re looking for an awesome place to enjoy some adult fun MGM Grand is your place. The rooms are very clean and comfortable. The selection of games to play can’t be beat including table games. Great bars and restaurants to choose from and friendly service. You’ll love your…,Ron M,June 2018,5.0
Quick trip,We enjoy this property.. plenty of choices for eating and drinking... Love Fat Tuesday’s downstairs...Casino offers all the games and pricing we enjoy.. pool is perfect for our age. Fun music! Enjoy the comedy club at night.,kevin j,June 2018,4.0
MGM Vegas June 2018,StayWell room had cigarette smoke coming in thru the bathroom vent. First day Maid Service skipped our room even though we said good morning to the maid when we left our room for the day. Mistakes happen but the front desk customer service is very poor.,dannimmer,June 2018,3.0
Best hotel in the strip !!,"Excellent hotel , staff were great and made my stay enjoyable. Gambling is always fun here and the night club Hakkasan is the best. I always gamble here and go to the night club but this was my first time staying at the hotel and the rooms were great and the staff was excellent…",iwillruleu101,June 2018,5.0
50th Birthday Celebrations,I stayed here the 1st week of May with my husband and 2 other couples celebrating our 50th birthdays.I have stayed at the Luxor before and had no complaints and the same goes with the MGM Grand.The location is to one end of the strip but with The Monorail right there made…,jbdaz,May 2018,5.0
Acceptable but dated,Hotel was dated and in need of updates in my room b area anyway. Fitness center was Subpar and old for a girho this size. I had no water one day and no hot water another day. This was hotel wide so not just my room and was resolved but not before I needed access to wear and goh…,Neil B,June 2018,3.0
Great stay,"Overall had a very good experience. It is as large as everyone says, if not larger than expected. The rooms are nice and clean. No weird smells like most of the other casinos on the strip. Best part of it is you are decently located on the strip. It’s closer to the airport but…",danj5287,June 2018,5.0
The MGM a little above average,"Stayed three nights in a Grand King view room. The good. The room was clean, the bed was extremely comfortable and the bathroom was nice and big. The pool and the lazy river were the best part of the stay. It's also the easiest hotel to use the monorail from. The bad. It took…",Chris G,June 2018,3.0
Buen hotel,"Buen hotel, buenos servicios, personal amable. Su ubicación no es la mejor de las vegas ya que resulta un poco alejado. Dentro del hotel se encuentran todos los servicios. Habitaciones muy confortables y cuidadas.",Sandra E,June 2018,4.0
Great Service - Good Hotel,"I stayed at the MGM Grand for two nights. Overall, the hotel was a very solid option for Las Vegas, and reasonably priced. I arrived at the hotel at about 6:00pm on a Wednesday evening. Bellmen at the entrance offered assistance with my bags, which I declined. Check-in is…",Paul M,June 2018,4.0
Tired hotel room. Gross.,The room was really bad. Tired old and dirty. The furniture was torn and worn. Mini bar was locked down. Bathroom was dirty and mirror was peeling. Shower had little pressure and no shower liner. Carpet was dirty and green lights directly into window all night...,sahern741,June 2018,1.0
Regulars,"Kudos to MGM for promoting brand loyalty. We gamble a fair amount and receive email promotions for nights/comp. we used one such offer to stay 3 nights in June. First off, keep in mind that Vegas is triple digit hot starting May/June. Some places on the strip skimp on AC. MGM…",khmz1213,June 2018,4.0
First time in Vegas,"We stayed for 3 nights at the MGM Grand. Overall, we were happy with the service at MGM. The staff was courteous and helpful. Our room was clean. We enjoyed our stay. However, the facility is definitely a magnet for young vacationers who are there to party. Definitely not a…",dwnrc304,June 2018,3.0
Awesome Stay,Had a great stay at the MGM. The staff was friendly and helpful. The room was clean and well stocked. Note---they don't advertise it but you can bring your own tube to float the river and they will even blow it up for you...FREE!,Kathy P,June 2018,5.0
Room was falling apart!,"I never leave reviews, but I had to this time. The room was falling apart and unsafe! Bathroom is all glass and it was falling apart. Doors were broken to bathroom and shower, so no privacy. There were holes in the wall, sockets were broken with exposed wire, and glass sink…",Imi2138,June 2018,3.0
Lack of Customer Service,"The Front Desk Manager, Justin, suggested that I stay at another hotel on the strip. His manager, Katherine states she did not find it necessary for Justin to apologize but would use it as a”coachable moment.” Gina, was a seasoned and professional staff member who prove to…",lisasargent1,June 2018,2.0
Overrated,If you are visiting Vegas please stay at any other hotel other than the MGM GRAND. It is overrated! The rooms do not have anything in them. I stayed in a King room and it was much smaller than my mother's Queen room. The other resorts offered their guest incentives but the MGM…,Shandra R,June 2018,1.0
Bed Bug Bites!,"Room was dirty upon arrival. Hair in bath tub. yuck! Husband was in room when maid came o e day and he said she was only in room 10 min. Did not clean counter tops, etc. got bed bug bites!!!!! I have stayed here before for a convention and the room was not great but okay. I will…",jwalston,June 2018,1.0
June 2018 West Wing,"- Bathroom did not have vent - No hot water sometimes, so I had to take a cold shower. - wallpaper was coming off the wall - Walls were very thin, so I could hear the TV from the next door - Rooms need to be updated",Venture537509,June 2018,2.0
Bummer,Not sure I would stay there again. The staff at check in and out were missing a sandwiches out of the company’s picnic basket. There inflexibility and unwillingness to make some simple requests happen put them in a league of there own.,Jeff C,June 2018,3.0
LADRONES !!! They are THIEFS,"El primer dia deje mis valijas en la habitacion, cuando volví a la madrugada habian entrado a robarme. Se llevaron parte de mi equipaje, ropa y cosas valiosas que habia comprado a lo largo de mi viaje. El robo tuvo lugar el viernes 20 de abril. Cuando llegamos al hotel, fuimos…",Daniel C,April 2018,1.0
"Great spot, comfortable room","The room was awesome -- and quiet. Good bedding, bathroom modern and remodeled in recent years (all glass) Could use a coffee pot int he room -- would have been nice in the mornings.Great location for local conventions also. VERY close to airport -- short cab ride.",JFSoccerCoach,June 2018,5.0
Poor value for the price paid,"No hot water, maintenance kept saying it was fixed, but it never was. Front desk woke me at 11:30 pm, telling me that my DO NOT DISTURB tag was on my door, and maintenance was there to fix my shower. Why is maintenance showing up at 11:30 at night, and does the hotel not…",js201810,June 2018,2.0
Great vacation,Excellent location and service and room was very good. The housekeeping staff was very helpful and the casino was very good with a good selection of games to play.Lots of food choices and great bars to drink or listen to music at. The pool area was fantastic,bpal0mbi,June 2018,5.0
Excellent,I love it and so much more wonderful things to say. I really appreciate the service and the ability to use all the benefits the MGM offered to my MLife card. I believe this is amazing and clean hotel with an amazing service. I rather stay with the MGM grand with another team or…,metitavince3021,June 2018,5.0
It would have been nice to have hot water for the spa- waste of money,I visit Vegas every two months -normally rotating hotels. This time I decided to return to MGM because i loved the spa on my last visit. BIG MISTAKE Arrived Friday night 6/8/18 -I upgraded my room to spa suite. Got up Saturday morning for shower- No hot water! No biggie- I…,Thomasina A,June 2018,1.0
No one tells you about the mini bar and the removal sensors.,My mom is diabetic. Keeping her insulin cold is important. If you go into a room there is always a frig. So the first thing is to put the meds a way. At the MGM there are sensors with $50 restocking fee. So my son takes out four bottle of booze to put in the meds. 250 dollars…,edic0chea,June 2018,2.0
Great trip to grand,Went to the grand for my b day . Me and my family had a great time at the pools playing top golf . This is are favorite casino to play at . Always have a great time here . Enjoyed are stay . Would definitely stay again . Nothing like the Grand !!!,valdezjohn2314,June 2018,5.0
Bring your own water....,"I was very surprised how nice my stay was, the restaurants were all awesome, the KA show was awesome, the fitness center was super crowded and not usable, the room was very nice, location was good. We never wanted to leave the property because everything was there. I loved the…",optionsbear66,June 2018,4.0
Aaazing stay,"Room was perfect. staff were all friendly. Great location, great pool and a great time! this was my first visit to Vegas alone and I would do it again in a heartbeat. met some amazing people and had a very different Vegas experience",790notn,June 2018,5.0
"Dated, dreary and dungeon-like",I'm so disappointed the online pictures and my expectations did not match up to our actual experience. Stayed here with three other colleagues who all shared similar experiences in their rooms at this hotel. All of us were in the MGM Grand West Wing. Rooms were worn and dated.…,O9862YEdanielleb,June 2018,2.0
Business trip,"I visited the MGM for a business conference and stayed at the hotel for 5 days. The three restaurants I tried were staffed by friendly people and the food was great. The room was clean, well appointed (perhaps dated) and surprisingly quiet. I thought the room rate was a great…",Steve M,June 2018,5.0
Spacious and comfortable room,"This was our second stay at this contemporary hotel. It has 5000 rooms and seems to specialize in conventions. The complex as a whole is much larger with lots of restaurants, convention areas, entertainment venues, and of course, gaming areas. (For walkers, 10-12,000 steps…",NP1951,June 2018,5.0
the west wing,"We have been to many hotels around the world and this was the most disappointing,the bathroom was pinched, glass door on the toilet, (tricky) The best part was the bed, very comfy. No facilities, ie. fridge, coffee machine, etc. the cleaners were excellent, however, the room…",lari0s,May 2018,1.0
"Groß, aber ok.","Klar ist das Hotel groß und weitläufig. Aber das weiß man vorher. Verbesserungswürdig ist der Checkin: Nicht nur, dass die Warteschlange sehr lang ist, die Kollegen sind auch sehr umständlich mit Ihren prozessen. Da liesse sich sicherlich noch einiges optimieren! Zimmer ok.…",TiB_88,June 2018,4.0
Excelente Hotel,"buen ambiente, siempre algo que hacer y buena ubicación para salir a cualquier lado. Las habitaciones son expectaculares, el casino y el servicio del hotel es muy bueno. Comimos en varios de los restaurantes que hay en el hotel y nos fue excelente. El buffete es muy amplio.",Tibi R,January 2018,5.0
Suite had no AC or hot water,"Stayed in one of the suites for 5 nights. The AC never got the room below 80 degrees and there was almost no hot water during our showers. I guess they figure you shouldn't need hot water if its a sauna in your room. Toss in the $30 drinks at the pool, the $30 small plate of…",hattrik0797,June 2018,1.0
"Old, tired and dated; lousy service","Ordinarily, great customer service can make up for dated everything. Too bad this hotel can’t deliver on customer service. Don’t bother making a request because they just don’t care. We were traveling with our son and requested adjoining or at least on the same floor rooms.…",TaxLass,June 2018,1.0
Good time,One improvement that can be made is having a self check in system like they have the self check out sometimes lines were long checking in otherwise service was great no issues at all everyone so polite,carlosle2018,June 2018,5.0
World class resort experience,"Great overall experience and i will be back again! Pool area was supurbe, casino staff (Brian) was excellent. Check in was quick and simple, check out was as equally. Meal options were a bit pricey for our liking so we did not partake.",izzyv2005,June 2018,5.0
I LIKE IT I LIKE IT A LOT.,"I am a gambler that likes to swim and eat good food. The room was clean and comfortable and we still got a good view of the strip, the pools were excellent, and the food at the buffet was alright. It was my anniversary so we came down to celebrate the occasion and at the…",BluQuill,May 2018,5.0
not kid friendly,"The Hotel was beautiful...room was adequate...lots of shops and places to eat, (food court was nice for kids)....great for adults..not kid friendly at all..although we were there about a day and a half and limited to what we could do...figured what better place to play with kids…",lacraver,May 2018,3.0
Always a great stay 😃,"The Grand King Rooms are comfortable, clean, and roomy. Housekeeping does a great job. The casino staff is friendly and helpful. I recommend MGM! Never an issue, never a problem. Garden Arena is a great place to take in a concert or major event buffet is fresh and affordable.",Blue 🏳️‍🌈,April 2018,5.0
Vegas Baby,Great servicev and accommodations for our entire party plus several perks for our birthdays. The pools were awesome with music and the lazy river was relaxing. Love the fact that you can use all MGM resorts and centralize the billing. Thanks again MGM !!!,Michael G,June 2018,5.0
Not the best in Vegas,"The room is pretty good. Not above average. The AC is not great. Nothing wrong with the Accomodations just not the best by far. Strong cigarette smell throughout the property. The better properties have solved this. If the conference weren’t here, it wouldn’t be my choice. …",WesleyMCPA,June 2018,3.0
For a 2 week getaway or 1 day layover,"The MGM Grand is our favorite when visiting Las Vegas! From their restaurants (wolfgang or morimotos), to there terrace suites are my bf and I usual! This past stay we got the 15-446 suite and we LOVED it! The balcony wasnt as big as the other higher floors, but it's just him…",chellanne,June 2018,5.0
lots of good and a little bit of bad,"This was my 4th stay at MGM, Its one of my favorite hotels.we stayed in the executive queen suite... it was beautiful and large. Check-in was easy and the staff was very friendly, We did have to wait a few hours for our room to be ready but we just went for lunch and a few…",jocelynnaughton,June 2018,4.0
Good at everything but not overly impressive at anything.,"Solid casino, food, value. Casino wasn’t overcrowded and the dealers were friendly. The host was great to work with as well. Looked outdated in areas and but overall a solid choice. Loved the general store at the base of the elevators. The pool is a MUST. Especially on…",Brad L,June 2018,4.0
"Good, but not exceptional","This trip was an anniversary trip for my husband & I. We stayed Mon-Fri in a StayWell King room. The room itself was comfortable. With the exception of the air purifier which did seem to help keep the room smoke-free, I'm not sure about the added amenities in the room. I…",MariC0215,June 2018,3.0
Overpriced/ Bad value,"We stayed 4 days at MGM “Grand”, 3 days at TI this trip. You need an extra “Grand” to stay at any MGM properties. Everything overpriced! $5 water, $12 waffles, $35 2x gin and tonic. Stay away anything MGM.",IllinoisBlowhole,May 2018,1.0
Not impressed,"For such a large popular hotel I expected a nice clean room with good plumbing. Not dusty furniture, dirty sink and plumbing issue in shower. Very disappointed to say the least! Not sure I I will return.",Grandmatanya,June 2018,3.0
Great rooms great shows.,Great hotel with a fun lazy river. make sure to bring your own inter tubes to save money. Also go see KA! its a great show fun for all! rooms are a Little small but very clean. come for business or pleasure.,Ryan M,June 2018,5.0
MGM 4 day weekend - great stay,"Stayed at the MGM Grand for 4 nights in May. Very easy check-in and check-out experience which was INVALUABLE on a short stay, Vegas is a 24hr city, and they offer 24hr service. Being on the south end of the Strip, it was nice to have the monorail station right inside, giving…",invadedbyiceland,May 2018,5.0
Disappointing,"Have been staying at MGM for years, always love it. This time, not so much. Arrived to a dirty room, with broken shower handle. Maintenance pounds on our door at 1:30 in the morning...Lame. Sheets on one bed were soiled and torn, really? We use torn sheets? Come on MGM. Will…",Kelly O,June 2018,1.0
Excellent stay and helpful sfaff,We enjoyed our visit and the friendly staff made things go so smoothly. Valet was very convientiant. I love playing the slots and there’s such a huge variety to choose from. The drink girls kept coming around and made it that much more enjoyable!,blended62018,June 2018,5.0
Worst hotel,"Went for wedding weekend with friends and family. Found a pair of eyelashes on counter from previous guests. So Gross. Back of mirror was coming off and no longer a mirror, wallpaper coming off in bathroom. No room upgrade or even room change. We were offered a room credit that…",Paul L,June 2018,1.0
MGM Grand hits the mark,"A recent stay at the MGM Grand was pleasurable one. The rooms and casino are clean and the people very helpful and friendly. There is a good selection of restaurants, including many familiar names from shows on television. It isn't cheap, but it is right on the strip, so you…",markross2018,June 2018,5.0
Service has really declined! Will not go back.,"Upon my most recent stay at the MGM, there were numerous issues with the staff and customer service. The front desk staff had very little knowledge of the hotel and were very slow. Check-in took us about 45 minutes on a random Wednesday afternoon because it took them at least…",rr1289,May 2018,2.0
Lazy River--Stay Well Accommodations,"I'll start by saying, I'm not much of a gambler--no cards, just slots and other games. I stayed at MGM just after they remodeled and reopened the lazy river. I looooooove the lazy river; it may be the happiest place on earth. You must be a hotel guest to use the pool complex,…",Dragonfly1974,May 2018,4.0
Loved it,Stayed for 5 nights as part of a group from Ireland. Loved every aspect of our stay. The only negative was the quality of the buffet. The food was luke warm and dry. I would return and recommend to others!!,Mark O,June 2018,5.0
good hotel on the strip,This was our first trip to the USA on a multi stop tour. We stayed at the MGM at the beginning of June for 4 night before travelling on to San Francisco. We really enjoyed our stay here. The en-suite room was comfortable with a flat screen tv and the air con was quiet. Maids…,uny1965,June 2018,4.0
Nothing but issues from arrival till departure,"To many issues, not going to boar you with details just know that our reservations were a mess, rooms were unacceptable (both rooms they moved us to), and staff was of the most unfriendly I have ever experienced. Issues at check out, no compensation offered for issues. I was…",willthesoundman,June 2018,2.0
buen hotel y disco,"excelente hotel con muchas tiendas, restaurantes y otros mas, ademas cuenta con una disco buenisima con invitados internacionales y aun precio que lo vale en relacion calidad de artistas ambiente y produccion",Felipe_Cardenas,November 2017,5.0
Housekeeping Needs Help,"Checked in and dropped my luggage in the room before heading to a tradeshow for work. I did not return until late that night, at which time I found a pair of men's shoes (not mine) left in the room, trash behind the toilet, and the final straw, the sheets were crumbled down at…",bwstuller,June 2018,2.0
Nice Time,"Maybe an 8 or a 9. The hotel staff were very courteous and friendly. We were offered 2 different room upgrades when checking in, and were also allowed to check in early. Over all it was a good experience, friendly staff, nice eateries, and clean pool area.",ericly0n,June 2018,4.0
Great stay!,"Stayed there two nights last week and had a great stay. The front desk staff went above and beyond to ensure that we had a great experience. The stay well room in the 16th floor was awesome with great quality air, awesome pillows and mattress. The shower was also nice and the…",The World is My Oyster,June 2018,4.0
Staying at the MGM,"Couple of friends and I stayed at the MGM like always (2-3 times a year) this time our experience with the casino waitress was bad! I found myself chasing her to verify that she got my order because she thought that I was not playing so she just avoid me, The other time I had to…",S7838TEdavid,June 2018,5.0
DayDay Playground.,I would like to thank u for such a awesome stay. N the bed was so comfortable I was able to get rest. I reccomend my family n friends to take a visit to your hotel. I THANK U ALL FOR SUCH A GOOD TIME.,empoweredms01,June 2018,5.0
MGM Always Amazing,"The rooms, to the pool, to restaurants, to casino, simply AMAZING!! My boyfriend and I were at MGM in May with my son and his 2 friends enjoying MGMs hospitality. The rooms were renovated and are amazing.The pool areas are always fun, sun shines on all the pools, drinks were…",Candace B,May 2018,5.0
Business and Family Vacation,"We had persistent water leaks from rooms above. The leaks were heavy, to the point of water streaming from the bathroom light fixtures. We also had water leaks over the TV/Desk area. There were four of us in the rooms. We elected to stay, since maintenance said they had…",MEbmeier,June 2018,2.0
Family vacation,Had a fabulous time yet again in Vegas. We stayed at the MGM grand which was a fantastic hotel. There was a problem with our booking due to your operations and we were one room short. Because of this the hotel staff apologised for the inconvenience and gave us all a room up…,Tracey T,May 2018,5.0
Day visit worth the experience,"We didn’t stay at the MGM Grand but spent a few hours looking around and shopping. Wonderful, experience, massive place well worth the look. Lots of security around and plenty of places to investigate and the shops are abound",Renay G,December 2017,4.0
Meh,"The rooms were okay, but MGM seems to have decreased in terms of being the ""entertainment authority"". If it weren't for things like the virtual reality game or Level Up, I would give this place one star. Didn't have a good experience with a box office manager either. My room…",Madya L,March 2018,1.0
